variant	LocationID	LocationName	sample_id	sample_date	value
B.1.160	ATTP_8-Dornbirn	Dornbirn		2022-01-23	0.0
B.1.258	ATTP_8-Dornbirn	Dornbirn		2022-01-23	0.0
B.1.351	ATTP_8-Dornbirn	Dornbirn		2022-01-23	0.0
B.1.617.2	ATTP_8-Dornbirn	Dornbirn		2022-01-23	0.0
BA.1	ATTP_8-Dornbirn	Dornbirn	CoV_23167_S107889	2022-01-23	0.554832744173868
BA.2	ATTP_8-Dornbirn	Dornbirn	CoV_23167_S107889	2022-01-23	0.445159073055774
B.1.1.7	ATTP_8-Dornbirn	Dornbirn		2022-01-23	0.0
B.1.1.70	ATTP_8-Dornbirn	Dornbirn		2022-01-23	0.0
B.1.160	ATTP_8-Dornbirn	Dornbirn		2022-01-23	0.0
B.1.258	ATTP_8-Dornbirn	Dornbirn		2022-01-23	0.0
B.1.351	ATTP_8-Dornbirn	Dornbirn		2022-01-23	0.0
B.1.617.2	ATTP_8-Dornbirn	Dornbirn		2022-01-23	0.0
BA.1	ATTP_8-Dornbirn	Dornbirn	CoV_23228_S108047	2022-01-23	0.560985773935497
BA.2	ATTP_8-Dornbirn	Dornbirn	CoV_23228_S108047	2022-01-23	0.439006054861457
B.1.1.7	ATTP_8-Dornbirn	Dornbirn		2022-01-25	0.0
B.1.1.70	ATTP_8-Dornbirn	Dornbirn		2022-01-25	0.0
B.1.160	ATTP_8-Dornbirn	Dornbirn		2022-01-25	0.0
B.1.258	ATTP_8-Dornbirn	Dornbirn		2022-01-25	0.0
B.1.351	ATTP_8-Dornbirn	Dornbirn		2022-01-25	0.0
B.1.617.2	ATTP_8-Dornbirn	Dornbirn	CoV_23530_S108303	2022-01-25	0.030763255963841
BA.1	ATTP_8-Dornbirn	Dornbirn	CoV_23530_S108303	2022-01-25	0.588815164310326
BA.2	ATTP_8-Dornbirn	Dornbirn	CoV_23530_S108303	2022-01-25	0.380413316697102
B.1.1.7	ATTP_8-Dornbirn	Dornbirn		2022-01-29	0.0
B.1.1.70	ATTP_8-Dornbirn	Dornbirn		2022-01-29	0.0
B.1.160	ATTP_8-Dornbirn	Dornbirn		2022-01-29	0.0
B.1.258	ATTP_8-Dornbirn	Dornbirn		2022-01-29	0.0
B.1.351	ATTP_8-Dornbirn	Dornbirn		2022-01-29	0.0
B.1.617.2	ATTP_8-Dornbirn	Dornbirn		2022-01-29	0.0
BA.1	ATTP_8-Dornbirn	Dornbirn	CoV_23785_S108255	2022-01-29	0.7392
BA.2	ATTP_8-Dornbirn	Dornbirn	CoV_23785_S108255	2022-01-29	0.21871
B.1.1.7	ATTP_8-Dornbirn	Dornbirn		2022-01-31	0.0
B.1.1.70	ATTP_8-Dornbirn	Dornbirn		2022-01-31	0.0
B.1.160	ATTP_8-Dornbirn	Dornbirn		2022-01-31	0.0
B.1.258	ATTP_8-Dornbirn	Dornbirn		2022-01-31	0.0
B.1.351	ATTP_8-Dornbirn	Dornbirn		2022-01-31	0.0
B.1.617.2	ATTP_8-Dornbirn	Dornbirn		2022-01-31	0.0
BA.1	ATTP_8-Dornbirn	Dornbirn	CoV_23557_S108344	2022-01-31	0.65937
BA.2	ATTP_8-Dornbirn	Dornbirn	CoV_23557_S108344	2022-01-31	0.29349
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-04	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-04	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-04	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-04	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_21272_S104817	2021-12-04	0.98579
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-04	0.0
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-04	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-04	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-12	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-12	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-12	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-12	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_21411_S105523	2021-12-12	0.99108
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-12	0.0
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-12	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-12	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-18	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-18	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-18	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-18	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_21493_S105619	2021-12-18	0.9764
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-18	0.0
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-18	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-18	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-20	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-20	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-20	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-20	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23278_S107903	2021-12-20	0.942844397936001
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23278_S107903	2021-12-20	0.057145711326971
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-20	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-20	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-22	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-22	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-22	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-22	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23279_S107915	2021-12-22	0.949897452094336
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23279_S107915	2021-12-22	0.0500925529830846
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-22	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-22	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-24	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-24	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-24	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-24	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23280_S107927	2021-12-24	0.94841
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23280_S107927	2021-12-24	0.04559
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-24	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-24	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-26	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-26	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-26	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-26	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_21582_S105759	2021-12-26	0.94028
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_21582_S105759	2021-12-26	0.055175
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-26	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-26	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-28	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-28	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-28	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-28	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23282_S107939	2021-12-28	0.946560031791764
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23282_S107939	2021-12-28	0.0534300332820029
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-28	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-28	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-30	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-30	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-30	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-30	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23283_S107951	2021-12-30	0.93648
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-30	0.0
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-30	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2021-12-30	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-01	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-01	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-01	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-01	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_21878_S106332	2022-01-01	0.624960413164754
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_21878_S106332	2022-01-01	0.375031466458785
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-01	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-01	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-07	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-07	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-07	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-07	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23285_S107963	2022-01-07	0.221059644908224
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23285_S107963	2022-01-07	0.778930971059645
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-07	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-07	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-09	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-09	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-09	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-09	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_22345_S106786	2022-01-09	0.10831140629738
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_22345_S106786	2022-01-09	0.891678812125243
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-09	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-09	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-11	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-11	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-11	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-11	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23287_S107975	2022-01-11	0.17466
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23287_S107975	2022-01-11	0.80567
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-11	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-11	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-13	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-13	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-13	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-13	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23288_S107894	2022-01-13	0.182650634287473
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23288_S107894	2022-01-13	0.740620377533579
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23288_S107894	2022-01-13	0.0767194017288204
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-13	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-15	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-15	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-15	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-15	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_22732_S107063	2022-01-15	0.18515
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_22732_S107063	2022-01-15	0.75551
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-15	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-15	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-17	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-17	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-17	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-17	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_22674_S107335	2022-01-17	0.0764363068884995
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_22674_S107335	2022-01-17	0.815476853982255
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_22674_S107335	2022-01-17	0.108077311862685
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-17	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-19	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-19	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-19	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-19	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23147_S107936	2022-01-19	0.090291
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23147_S107936	2022-01-19	0.90031
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-19	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-19	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23168_S107901	2022-01-23	0.91193
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23229_S108059	2022-01-23	0.0463426030418582
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23229_S108059	2022-01-23	0.868564957254804
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23229_S108059	2022-01-23	0.0850825403990607
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-23	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-25	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-25	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-25	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-25	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23531_S108315	2022-01-25	0.051268
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23531_S108315	2022-01-25	0.7601
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23531_S108315	2022-01-25	0.16807
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-25	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-29	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-29	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-29	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-29	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23786_S108174	2022-01-29	0.0779272922657251
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23786_S108174	2022-01-29	0.759886555308223
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23786_S108174	2022-01-29	0.162176311630443
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-29	0.0
B.1.1.7	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-31	0.0
B.1.1.70	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-31	0.0
B.1.160	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-31	0.0
B.1.258	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-31	0.0
B.1.617.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-31	0.0
BA.1	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23558_S108356	2022-01-31	0.8471
BA.2	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems	CoV_23558_S108356	2022-01-31	0.11096
BA.5	ATTP_8-Hohenems	EMREG_BE_Abwasserverband Region Hohenems		2022-01-31	0.0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-12-04	0.0
B.1.1.70	ATTP_8-Bregenz	Bregenz		2021-12-04	0.0
B.1.160	ATTP_8-Bregenz	Bregenz		2021-12-04	0.0
B.1.258	ATTP_8-Bregenz	Bregenz		2021-12-04	0.0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-12-04	0.0
B.1.617.2	ATTP_8-Bregenz	Bregenz	CoV_21273_S105035	2021-12-04	0.9893
BA.1	ATTP_8-Bregenz	Bregenz		2021-12-04	0.0
BA.2	ATTP_8-Bregenz	Bregenz		2021-12-04	0.0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.1.70	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.160	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.258	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.617.2	ATTP_8-Bregenz	Bregenz	CoV_21412_S105526	2021-12-12	0.926935132899675
BA.1	ATTP_8-Bregenz	Bregenz	CoV_21412_S105526	2021-12-12	0.0730552044803636
BA.2	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.1.70	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.160	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.258	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.617.2	ATTP_8-Bregenz	Bregenz	CoV_23263_S107892	2021-12-12	0.928754300422268
BA.1	ATTP_8-Bregenz	Bregenz	CoV_23263_S107892	2021-12-12	0.0712359203343719
BA.2	ATTP_8-Bregenz	Bregenz		2021-12-12	0.0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-12-14	0.0
B.1.1.70	ATTP_8-Bregenz	Bregenz		2021-12-14	0.0
B.1.160	ATTP_8-Bregenz	Bregenz		2021-12-14	0.0
B.1.258	ATTP_8-Bregenz	Bregenz		2021-12-14	0.0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-12-14	0.0
B.1.617.2	ATTP_8-Bregenz	Bregenz	CoV_23264_S107904	2021-12-14	0.93748
BA.1	ATTP_8-Bregenz	Bregenz		2021-12-14	0.0
BA.2	ATTP_8-Bregenz	Bregenz		2021-12-14	0.0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-12-18	0.0
B.1.1.70	ATTP_8-Bregenz	Bregenz		2021-12-18	0.0
B.1.160	ATTP_8-Bregenz	Bregenz		2021-12-18	0.0
B.1.258	ATTP_8-Bregenz	Bregenz		2021-12-18	0.0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-12-18	0.0
B.1.617.2	ATTP_8-Bregenz	Bregenz	CoV_21494_S105743	2021-12-18	0.93884
BA.1	ATTP_8-Bregenz	Bregenz	CoV_21494_S105743	2021-12-18	0.055657
BA.2	ATTP_8-Bregenz	Bregenz		2021-12-18	0.0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-12-22	0.0
B.1.1.70	ATTP_8-Bregenz	Bregenz		2021-12-22	0.0
B.1.160	ATTP_8-Bregenz	Bregenz		2021-12-22	0.0
B.1.258	ATTP_8-Bregenz	Bregenz		2021-12-22	0.0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-12-22	0.0
B.1.617.2	ATTP_8-Bregenz	Bregenz	CoV_23266_S107916	2021-12-22	0.948810327555749
BA.1	ATTP_8-Bregenz	Bregenz	CoV_23266_S107916	2021-12-22	0.0511797145264114
BA.2	ATTP_8-Bregenz	Bregenz		2021-12-22	0.0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-12-24	0.0
B.1.1.70	ATTP_8-Bregenz	Bregenz		2021-12-24	0.0
B.1.160	ATTP_8-Bregenz	Bregenz		2021-12-24	0.0
B.1.258	ATTP_8-Bregenz	Bregenz		2021-12-24	0.0
B.1.351	ATTP_8-Bregenz	Bregenz		2021-12-24	0.0
B.1.617.2	ATTP_8-Bregenz	Bregenz	CoV_23267_S107928	2021-12-24	0.96075
BA.1	ATTP_8-Bregenz	Bregenz		2021-12-24	0.0
BA.2	ATTP_8-Bregenz	Bregenz		2021-12-24	0.0
B.1.1.7	ATTP_8-Bregenz	Bregenz		2021-12-26	0.0
B.1.1.70	ATTP_8-Bregenz	Bregenz		2021-12-26	0.0
B.1.160	ATTP_8-Bregenz	Bregenz		2021-12-26	0.0
B.1.258	ATTP_8-Bregenz	Bregenz		2021-12-26	0.0
